travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.65,1,AV,0,0,0,1,-0.65,"0,0"
0.8166666666666667,3,AV,1,0,0,3,-0.8166666666666667,"0,0"
0.85,5,AV,1,0,0,5,-0.85,"0,0"
0.9833333333333333,7,AV,0,0,0,7,-0.9833333333333333,"0,0"
1.0,9,AV,0,0,0,9,-1.0,"0,0"
1.0666666666666667,11,AV,0,0,0,11,-1.0666666666666667,"0,0"
1.1,13,AV,0,0,0,13,-1.1,"0,0"
1.1666666666666667,15,AV,0,0,0,15,-1.1666666666666667,"0,0"
1.25,17,AV,1,0,0,17,-1.25,"0,0"
1.45,19,AV,1,0,0,19,-1.45,"0,0"
0.5,0,Human,0,0,0,0,-0.5,"-0.2217422606191504,-0.32550995920326375"
0.5333333333333333,20,Human,0,0,0,0,-0.5333333333333333,"-0.2217422606191504,-0.33550995920326376"
0.5833333333333334,21,Human,0,0,0,0,-0.5833333333333334,"-0.2217422606191504,-0.3421766258699305"
0.6833333333333333,2,Human,0,0,0,2,-0.6833333333333333,"-0.5107271418286536,-0.240220782337413"
0.9333333333333333,4,Human,0,0,0,4,-0.9333333333333333,"-0.2217422606191504,-0.3688432925365971"
0.95,6,Human,0,0,0,6,-0.95,"-0.2217422606191504,-0.3921766258699304"
1.0,8,Human,0,0,0,8,-1.0,"-0.5240604751619871,-0.240220782337413"
1.05,10,Human,0,0,0,10,-1.05,"-0.2217422606191504,-0.4255099592032638"
1.1,12,Human,0,0,0,12,-1.1,"-0.2217422606191504,-0.42884329253659714"
1.1333333333333333,14,Human,0,0,0,14,-1.1333333333333333,"-0.2217422606191504,-0.43884329253659715"
1.5333333333333334,16,Human,0,0,0,16,-1.5333333333333334,"-0.2217422606191504,-0.46217662586993047"
1.5333333333333334,18,Human,0,0,0,18,-1.5333333333333334,"-0.2217422606191504,-0.4788432925365971"
